I1,I2,I3,R1,R2,R3
126,150,153,131,148,61
16,10,25,10,21,1
692,825,896,716,932,280
1281,1476,1489,1256,1530,506
17,9,22,33,39,10
33,33,34,24,37,8
1,3,5,3,3,2
351,354,383,418,396,147
2,5,2,3,6,1
6,2,7,1,3,2
557,507,598,487,712,187
235,261,265,248,341,104
0,0,0,0,0,0
0,0,1,0,0,0
225,194,90,205,157,79
0,0,0,1,3,0
17,12,19,26,37,18
973,1038,1131,912,1280,467
680,983,1073,798,1492,307
18,42,36,44,57,12
12,25,16,14,17,6
9,5,3,4,10,0
33,36,39,25,39,13
52,78,75,32,57,16
0,0,0,0,0,0
326,406,434,90,131,30
3,2,6,6,18,3
151,161,151,155,253,60
0,0,1,1,1,0
1315,1257,1511,1008,1336,474
859,913,1096,875,1216,318
8,2,18,19,35,1
11,7,12,7,13,4
28,24,20,29,29,19
3,9,9,11,15,5
3,15,14,9,13,5
1570,1653,2372,2358,3070,625
3173,3668,2705,2476,2770,961
8,10,15,6,35,4
1636,1865,1918,1707,2019,732
1036,908,726,914,829,398
24,34,26,36,24,13
2,7,2,6,10,2
32,31,38,19,26,7
8,6,8,12,26,6
24,36,24,43,35,12
171,197,279,246,435,87
480,573,628,525,710,234
22,30,24,36,64,15
286,318,338,284,397,110
0,3,5,1,2,0
18,37,49,39,45,16
14,20,18,22,24,9
35,27,42,48,50,26
4967,3673,6361,4847,7474,1246
8,26,28,31,61,9
300,340,372,286,461,138
2128,2433,2576,1967,2564,787
313,373,437,271,420,135
43,49,66,22,40,10
3594,3852,4222,4098,5291,1602
1,2,1,0,2,0
3,8,5,5,7,0
10,9,6,15,27,6
21,26,32,14,35,9
998,1116,1377,1650,2390,777
119,136,196,150,210,63
3,3,6,2,4,1
603,722,787,655,909,288
1524,1691,2118,1844,2467,740
1577,1638,1606,1404,1802,509
3,5,3,4,12,3
688,987,1337,731,1153,309
215,292,326,218,430,98
59,75,62,65,73,16
1437,1749,1815,1425,1877,582
2708,2922,2980,2075,2850,920
77,95,102,70,91,35
11,14,23,16,24,1
28,44,33,31,35,14
6,2,7,1,9,6
69,51,59,56,54,23
1,1,0,0,1,0
135,149,180,47,63,17
28,23,32,22,29,2
4,6,5,10,2,3
129,126,117,96,141,33
410,487,501,348,375,146
7,0,2,1,2,2
10,11,15,5,15,6
3734,3680,4584,3414,4775,1504
2,6,3,1,4,5
452,522,621,110,230,63
109,107,141,83,155,36
54,42,44,72,117,24
57,87,82,50,96,31
11,12,13,16,4,3
238,250,303,286,380,89
3,2,1,7,8,5
686,823,1021,813,1105,357
1045,1091,1250,1065,1367,428
0,0,0,0,0,0
16,18,22,7,17,5
0,0,0,0,0,0
3071,3381,3392,3072,3988,1239
1,1,1,1,2,0
15579,19441,19781,17715,23086,7211
1,6,4,68,65,38
109,106,138,182,264,70
0,0,0,0,0,0
4,5,5,15,12,5
14,15,18,19,21,7
174,249,334,236,361,100
14,4,10,12,8,4
6,10,4,9,9,2
111,134,105,340,352,125
15,22,18,19,23,10
10,6,34,16,26,3
11,10,13,9,20,1
136,174,151,135,177,53
201,193,277,202,300,100
125,133,135,91,156,35
187,212,244,188,244,93
7195,6616,2146,4997,3204,1864
7,5,7,10,10,5
0,0,0,1,0,0
6,1,6,6,0,3
67,73,92,97,130,37
2610,2810,1394,2976,2289,1242
1372,1390,1489,1434,1794,547
3,5,1,0,2,1
40,28,31,36,33,8
11,22,21,13,13,13
5,16,7,4,6,0
218,274,243,130,193,65
31,22,25,55,59,7
7,12,9,16,15,7
129,141,183,161,243,57
4,10,9,9,16,6
37,39,48,38,62,12
83,96,116,81,119,32
13,8,19,20,23,5
2,4,8,8,17,2
875,1075,1129,914,1138,423
2,0,3,0,2,0
56,63,68,82,122,46
8074,9423,9604,8430,10687,3337
118,133,119,148,175,46
98,95,111,99,104,40
35,57,72,24,46,23
23,30,33,24,53,18
136,119,84,107,173,52
0,0,0,0,0,0
286,309,360,291,392,106
429,463,494,441,600,153
54,90,122,94,164,29
15,9,21,30,50,11
150,161,194,254,330,114
100,110,154,134,197,53
5,6,20,8,10,4
9,6,3,8,6,4
29,47,33,41,73,17
1,4,4,0,1,0
7,5,11,17,23,8
3771,3971,4032,3320,4207,1235
2,2,4,2,7,2
33,28,32,9,7,7
81,96,100,110,108,39
0,0,1,0,0,0
6,8,8,9,11,4
6309,6727,6482,5460,6889,2184
630,748,674,645,643,250
3,1,1,1,4,0
6,4,4,5,3,0
72,61,103,48,106,15
95,112,88,134,145,56
920,1026,1237,1227,1598,490
0,0,1,2,2,0
391,597,636,864,1178,357
51,63,67,56,84,26
10,17,28,20,31,8
12,6,17,8,21,3
75,92,110,80,111,26
258,285,309,354,453,125
139,168,174,481,507,159
0,1,1,0,0,0
2,2,1,2,2,1
39,50,55,72,89,27
64,71,53,45,51,16
3732,3553,4095,3521,4964,1253
23,32,39,8,15,2
29,25,27,18,23,15
201,236,263,296,466,139
0,0,0,0,0,0
31,23,27,15,27,10
784,762,916,717,932,337
4255,5790,6503,4560,7627,1760
592,778,797,641,878,294
13,20,15,16,16,4
130,146,133,116,137,45
0,0,0,0,0,1
148,213,190,134,164,46
8,15,8,12,22,5
13,6,28,15,16,8
31,51,43,42,81,18
0,2,4,2,5,2
97,114,122,366,547,208
1262,1336,1319,834,952,360
9,1,1,2,2,2
63,56,67,63,93,30
3,4,9,13,11,0
0,0,0,0,0,0
16,24,35,21,20,12
2,3,0,0,4,0
667,806,842,767,1026,312
11,24,20,11,32,7
23,19,42,18,32,9
36,59,54,41,79,35
4301,3719,4134,3979,4191,1757
446,467,520,526,767,185
3,2,2,2,3,0
6,9,9,7,8,3
0,0,0,0,0,0
724,889,1024,1047,1404,460
1499,1544,1307,657,676,308
3775,4375,3596,2531,3333,920
1255,1296,1245,1048,1089,365
20,34,43,24,32,8
26,21,32,20,22,11
573,728,684,479,752,250
48,52,79,51,70,27
60,38,67,19,59,8
103,101,115,128,146,52
1,1,2,1,1,0
11,9,10,21,32,10
4,20,26,14,25,5
0,2,2,3,2,1
7,10,6,14,6,0
92,130,139,99,146,33
2,5,2,2,6,2
136,184,184,176,201,80
34,45,37,576,703,275
19950,21088,24403,19181,25866,8575
315,329,389,369,412,167
61,74,66,85,106,31
0,0,0,0,0,0
7,19,20,22,22,2
131,142,174,175,203,47
0,0,1,0,2,0
80,51,59,107,73,33
842,832,894,752,1171,345
659,425,831,396,323,240
0,1,0,1,1,0
504,531,725,576,689,256
2,6,7,7,6,7
0,0,0,1,1,0
0,0,0,0,0,0
2,7,15,19,28,2
87,86,57,201,208,102
638,742,791,685,1013,279
0,0,0,0,0,0
165,194,207,164,214,69
134,173,106,399,443,142
13,16,12,14,14,0
150,154,156,114,93,48
4,4,8,5,4,0
111,105,119,72,111,40
8,12,7,5,4,1
51,73,79,60,70,18
1493,1635,1745,1046,1517,509
41,50,51,43,67,21
10,8,13,17,31,2
135,147,148,147,219,58
0,0,0,0,0,0
2,4,1,4,5,0
0,0,0,0,0,0
30,36,35,43,59,15
9,24,13,35,35,17
181,245,244,119,154,65
469,509,527,439,557,193
0,2,0,2,2,0
2974,3035,3567,3577,4216,1480
0,2,2,4,1,0
14,16,30,46,50,5
1607,1767,1753,1390,1785,578
1,0,0,0,0,0
16,16,10,9,17,5
441,451,497,388,487,136
758,849,935,738,1042,338
23,20,22,24,25,9
6,4,7,14,16,11
162,176,195,120,245,61
7,1,3,3,7,1
0,0,0,0,0,0
7872,8706,10352,8175,11247,3559
66,99,125,94,128,29
191,227,273,230,255,95
45658,49812,55626,28709,40051,12468
255,237,284,219,255,84
3498,4268,5033,4236,4875,1786
10576,12953,11769,13848,17101,5612
3,6,5,10,3,0
3,3,5,3,1,1
27,32,26,14,20,8
0,1,2,3,0,0
0,2,1,0,2,0
210,276,279,195,277,70
22,25,45,20,40,20
572,587,630,510,720,224
7,17,7,18,3,4
4090,4308,4770,3727,4653,1602
4057,3706,2243,3299,3497,1491
57,75,86,71,118,31
0,0,0,0,0,0
19,25,17,38,47,9
10,12,11,12,15,2
89,124,168,111,241,45
5,5,4,7,2,2
15,14,12,12,8,0
0,1,1,1,3,0
0,2,8,5,10,1
116,164,157,115,159,52
28,33,38,22,36,5
0,0,0,0,0,1
1000,1135,1223,1002,1257,423
1,1,0,0,1,0
17,19,26,26,32,8
730,757,609,652,668,287
0,0,0,0,0,0
23,21,21,15,15,4
40,49,45,26,32,15
1915,2025,2168,1802,2415,715
12,19,24,23,17,7
21,26,26,26,34,3
4,5,7,1,4,0
399,444,544,364,598,148
1,0,0,2,2,0
439,469,398,34,59,9
1,4,3,1,7,0
54,72,91,116,156,57
516,545,599,714,953,275
8,2,4,13,9,3
100,82,82,94,125,24
1709,1808,1960,1667,2153,652
1,5,9,4,6,2
13,12,18,31,20,4
23,17,30,20,33,14
20,31,39,16,46,10
75,81,95,65,79,26
155,156,165,168,228,66
0,0,0,0,2,0
0,1,3,0,0,0
245130,329494,282644,363413,311807,116651
252,320,372,382,513,140
162,173,236,179,251,61
0,0,0,0,0,0
0,0,0,0,0,0
19,22,29,36,35,9
950,903,765,612,865,271
796,878,971,838,1136,365
251,321,245,151,199,67
38,49,60,30,48,19
0,0,0,0,0,0
1,1,3,2,0,1
2,4,0,3,1,0
30,34,39,32,49,8
373,373,432,368,493,139
77,97,106,123,195,54
602,549,584,419,598,209
47,68,62,58,90,19
47,107,94,106,154,56
6,8,9,5,4,2
8,11,12,6,13,2
1,2,2,1,1,2
8,7,10,7,5,2
29,28,29,10,14,6
1987,2201,2289,2371,2894,970
17947,18075,18483,17198,20517,8043
0,0,1,0,0,1
24,23,22,21,29,14
15,28,36,28,34,11
328,436,558,786,1031,307
165,206,243,148,245,43
0,0,0,0,0,0
30,45,33,42,50,16
75,63,54,81,76,29
2421,2275,1681,2273,2260,883
1387,1340,1495,1131,1440,562
5,15,13,10,24,5
9,7,5,9,12,8
9,18,17,4,11,6
6,9,10,6,10,1
9,7,11,16,14,3
1,1,0,0,1,0
78,102,97,101,142,37
2,1,1,6,2,0
8,8,9,8,23,4
19,16,26,15,6,6
6,13,9,7,16,2
222,259,269,246,312,73
3685,3964,3929,3074,4084,1308
29,47,46,60,74,21
22,25,23,20,22,20
6,4,3,6,7,0
27,31,38,23,36,10
494,549,595,412,541,179
473,513,545,396,560,164
0,0,0,0,0,0
25,32,47,30,35,7
445,480,494,169,251,108
14,23,34,17,36,2
19,34,52,12,42,7
10,11,5,4,10,0
25,29,29,27,23,8
26,31,38,37,43,10
55,89,72,41,72,15
5,1,3,3,4,4
1,1,1,10,2,1
1,3,0,1,1,1
83,94,120,89,105,20
310,357,442,314,385,125
2,0,1,2,6,0
51,67,62,51,79,28
185,233,225,149,250,56
126,142,201,152,208,65
22,24,24,11,23,9
30,48,43,65,86,32
6,9,9,93,79,28
447,524,584,790,963,327
308,376,446,458,614,179
81,130,146,89,142,30
15,11,13,16,15,4
0,0,1,0,0,0
21,23,32,29,49,10
6,5,7,6,8,2
18,22,26,24,25,32
495,560,633,551,863,232
324,328,235,1176,1210,453
28,41,55,82,148,51
685,903,943,766,968,321
2,7,5,5,1,3
39959,38660,43076,31363,37181,13763
26,27,30,16,33,11
110,107,131,87,139,26
12,9,9,26,23,20
4,8,3,1,10,0
4,3,2,0,1,0
1213,1135,1430,1097,1513,568
140,135,154,154,199,48
51,60,71,43,76,27
377,530,430,408,514,184
43,39,57,56,89,16
192,264,265,224,288,82
34,46,64,41,76,12
1180,1270,1289,1039,1363,436
81416,84120,85418,62347,72877,29136
5,2,6,8,9,2
163,231,242,177,261,53
13,22,14,8,10,1
182,246,240,177,300,78
27,21,26,60,54,17
10,6,9,12,8,3
102,123,147,116,141,31
2493,2666,2996,2710,3549,1185
44,76,48,68,86,32
25,17,13,18,17,6
0,0,1,2,1,1
0,0,0,0,0,0
19389,20548,19678,18942,22842,7962
129,104,160,100,154,59
5,4,0,1,3,3
9,23,20,21,15,4
1,2,8,5,3,1
5,3,3,5,4,1
34,32,53,50,64,16
2,7,10,5,4,5
1850,2084,2220,433,759,180
4,5,8,9,17,2
236,251,236,199,324,92
11027,11006,11472,9481,10868,3992
112,127,106,313,384,160
5,5,10,0,8,0
6,3,6,9,11,4
8,13,10,18,10,0
589,510,688,575,962,216
10,20,24,22,35,16
4,8,5,2,5,1
0,0,2,0,1,0
2882,3447,3830,3348,5616,1427
189,299,351,253,367,94
45,57,56,38,52,16
5,5,9,6,2,0
5,6,3,9,4,6
5,10,1,95,82,16
10254,10026,11434,9343,12318,4348
21,34,28,39,28,11
103,148,148,108,124,41
20,9,13,6,14,3
43,34,45,35,68,9
18,23,41,35,41,14
36,39,47,27,52,6
2216,2460,2341,2068,2657,843
29,42,20,36,27,9
1,1,2,0,2,0
16,17,13,6,24,7
81,79,121,347,340,121
232,223,266,202,318,84
274,286,335,233,312,108
10253,12452,11866,10333,13083,4049
97,77,110,75,110,33
89,117,147,79,170,36
4929,5278,7171,111,188,32
690,620,634,609,642,252
0,2,4,1,3,0
186,175,239,169,178,74
0,0,1,4,9,2
12,9,38,16,50,8
0,0,0,2,0,0
23,38,29,30,25,15
411,407,364,416,427,133
161,164,212,195,221,65
2184,2120,2231,1793,2098,797
251,293,326,267,335,135
6,6,1,8,4,4
1401,1571,1733,1514,1822,658
15,9,13,30,41,7
20,20,18,20,45,8
13,11,16,12,14,8
99,187,289,113,163,57
4,0,4,5,9,4
149,80,38,247,90,130
10,11,12,18,27,4
73,91,123,78,131,31
189,204,230,189,292,64
57,65,56,44,68,23
1,5,4,3,8,2
302,344,422,340,444,168
0,0,0,0,0,0
0,2,0,2,0,0
9,11,4,11,12,2
43,50,61,44,83,23
314,316,414,559,689,243
1326,1338,1494,1201,1522,514
3,7,10,11,11,2
3307,4246,4030,3059,3791,1081
95,89,124,38,76,9
26,25,25,17,20,13
6618,8157,8583,7378,9840,3005
26,25,34,31,34,20
2124,2119,2509,1976,2907,818
37,48,67,120,156,36
161,176,204,165,199,52
49,72,46,12,27,12
60,78,80,146,208,58
5,3,7,5,8,1
221,261,294,272,295,106
270,261,301,259,353,108
53,44,44,40,50,19
749,815,871,734,1046,298
286,461,454,529,860,233
6,8,13,11,19,7
29,28,33,71,83,24
10,19,19,13,21,10
38,52,50,44,61,15
195,204,211,182,221,64
0,1,0,0,0,0
0,0,0,0,1,0
4288,4258,3812,3020,3796,1350
10,10,6,2,8,0
3300,3146,4082,3216,4801,1360
1,0,1,0,2,0
26,37,38,84,80,25
62,110,117,142,232,61
0,2,4,3,2,0
13,19,16,62,83,27
26,27,48,16,86,6
1231,1440,1550,1367,1848,585
0,1,0,1,0,1
125,141,178,87,166,41
546,553,604,462,690,244
4,2,2,1,4,0
96,111,100,104,135,37
128,158,157,123,172,61
6,3,0,7,6,2
659,760,670,511,572,194
157,182,279,107,208,39
3,10,8,7,6,1
4,7,9,7,12,9
61184,68935,68507,58670,73961,28653
17,15,26,17,35,3
298,286,363,249,321,117
187,195,204,136,202,67
57,59,91,58,93,24
157,236,268,200,317,81
62,85,83,72,131,37
0,1,1,0,0,1
4460,4143,2676,3780,3555,1444
11,11,9,30,56,10
7,14,21,13,15,3
0,0,0,1,0,0
146,171,178,139,173,44
18,14,22,27,47,5
243,206,269,255,258,82
1,12,2,5,2,3
4281,4497,4597,4093,5190,1861
3,5,5,11,21,1
31,16,22,17,21,5
53,39,40,27,35,17
48,68,66,52,60,21
3292,3566,3825,3412,4356,1457
2,1,0,1,0,1
1,5,6,1,1,0
192,254,220,187,266,74
3,7,4,1,4,0
0,0,2,5,6,0
18,18,25,34,30,7
9,13,10,15,20,6
52,53,78,59,69,29
0,0,1,0,3,1
6,1,8,1,5,2
651,768,797,640,773,296
4649,4897,4152,5123,5297,2178
50,60,61,39,86,15
604,667,756,626,912,260
0,1,0,0,0,0
8,5,14,25,38,8
93,136,116,13,45,16
3,1,9,7,1,1
0,0,0,0,0,0
8,16,18,26,28,10
1,0,0,0,0,1
11,23,21,10,26,10
24,21,32,22,11,4
20,18,18,27,19,6
198,226,286,211,287,82
1,0,2,2,3,1
20,26,25,25,30,10
539,758,710,1425,1734,529
92,119,165,69,178,33
9,5,12,5,17,1
789,908,970,887,1040,393
131,151,145,150,207,53
45,50,48,51,58,20
580,673,794,669,894,278
2,5,4,9,18,2
40,33,50,22,34,6
28,31,29,43,49,24
547,600,580,134,188,42
9,10,10,14,16,5
9,22,33,17,30,9
13775,13872,15741,11163,14329,4825
136,158,154,126,174,63
544,618,623,612,827,285
356,467,507,290,461,122
217,331,333,388,524,179
1,0,0,2,3,0
105,72,79,108,130,46
112,113,106,84,128,37
211,217,246,173,275,68
90,106,148,136,211,48
85,97,81,200,272,70
34,23,39,25,39,8
132,115,126,120,113,48
66,72,73,68,110,21
297,374,437,392,500,145
13,15,12,20,32,5
0,1,1,0,2,0
248,226,231,207,263,66
7591,9094,9914,4626,7668,1924
1,1,6,3,2,1
77,81,103,19,37,7
1089,970,1153,819,1139,378
21,18,19,29,33,9
6,3,2,2,3,1
111,134,134,125,147,55
795,1048,1174,1057,1634,451
10,18,18,17,46,12
5,3,12,6,15,9
24,10,20,18,30,3
4,11,12,7,19,2
259,310,317,296,359,131
1056,981,1085,903,1007,375
175,218,333,126,257,64
134,125,156,102,116,48
30,43,32,39,36,7
538,540,618,526,694,214
6,7,8,5,9,1
9,11,16,27,21,9
822,866,1059,743,1160,289
116,112,147,181,250,88
3,6,4,4,2,0
8,6,11,6,13,4
2,6,2,1,5,1
22,20,38,25,27,10
1228,1118,1232,979,1245,411
28,24,20,33,25,3
22,20,36,43,53,16
81,89,125,86,125,17
1778,1707,1846,1659,2064,735
110,117,165,127,161,35
71,107,90,85,139,30
20,22,31,6,23,8
636,561,485,736,960,394
47,45,55,164,162,39
166,153,208,173,255,70
257,264,294,196,281,79
42,53,39,11,13,7
1164,1405,1815,3265,3675,1224
101,129,143,157,205,55
16,33,18,32,51,20
690,760,847,640,925,369
179,202,215,232,311,93
10,16,11,18,20,11
21,28,38,54,61,32
26,45,52,54,90,13
35,32,42,19,27,5
19,30,23,50,44,16
1311,1473,1611,1124,1685,491
6272,5731,6985,5143,6627,2198
2219,2651,3115,2213,3518,892
0,0,0,0,0,0
2,0,1,0,1,0
18,33,19,24,20,8
60,56,62,122,120,55
676,661,838,918,1287,357
5,6,5,2,7,6
92,109,141,131,193,74
149,152,181,189,246,82
0,0,0,0,0,0
0,3,2,3,7,0
2,6,3,4,2,2
38,46,61,45,68,15
1339,1485,1665,1498,2202,599
44,45,54,58,51,9
2,3,6,4,7,3
0,1,1,2,0,0
2976,2823,3094,2601,3353,1053
718,816,1000,662,1083,204
201,310,304,297,490,135
8,10,9,9,18,1
19,14,18,17,32,4
2,18,28,26,31,12
170,204,272,218,283,95
1,0,0,0,0,1
371,397,490,391,560,159
4866,3981,3629,6281,7301,2764
764,846,781,660,899,304
506,762,916,1689,2201,651
3,3,3,3,6,1
215,229,238,891,1034,383
0,0,0,0,0,0
24,35,33,19,27,15
0,1,1,1,0,1
23,15,29,42,29,9
4712,4873,4976,4875,5670,1960
4,4,2,0,1,1
27,47,60,102,184,57
91,121,122,65,117,46
5,5,3,1,6,1
6332,6830,6911,5600,6674,2410
475,488,527,72,151,30
33,34,53,30,67,22
6,10,4,6,9,3
711,737,803,654,856,247
0,0,7,0,0,0
0,0,2,0,2,2
0,0,0,0,0,0
16,13,28,929,1308,216
678,703,601,644,615,236
1037,1255,1436,1033,1401,497
83,87,97,132,184,34
153,191,215,80,113,27
108,133,156,150,228,68
7,7,11,8,7,3
77,72,101,61,77,13
262,324,331,263,307,94
27,46,48,39,40,13
821,512,1361,540,421,288
47,67,63,59,56,17
61,79,57,46,73,20
345,407,465,94,200,39
46,52,64,101,109,35
156,181,201,174,195,58
3825,4055,4275,3256,3951,1327
545,501,483,291,395,141
153,115,150,141,216,64
16,20,24,14,23,2
4,4,1,3,4,0
402,450,476,97,172,44
0,0,0,1,0,0
581,571,645,581,795,180
104,111,154,167,208,48
0,0,0,0,0,0
1,1,1,2,5,3
72,58,85,76,85,14
0,3,1,2,1,0
880,875,974,666,913,278
785,886,868,642,904,324
0,3,4,2,0,0
0,2,2,1,3,0
0,0,3,0,0,1
14,4,6,5,6,1
154,138,227,135,176,45
28,43,29,30,38,16
1,0,0,0,0,0
9,12,26,22,42,10
15,20,21,18,35,8
0,1,2,0,0,0
42,59,74,68,82,20
104,95,102,26,47,6
1,0,6,0,2,2
39,59,46,67,99,25
254,275,400,428,586,146
5,4,12,7,7,1
220,233,311,49,55,20
2451,2468,3008,2312,3151,976
86,70,70,46,51,16
0,0,0,0,0,0
14,25,17,22,34,2
1256,1437,1562,1126,1534,383
2839,3073,2345,2568,2569,1070
159,167,123,149,158,91
59,78,81,81,148,17
962,1205,1459,3346,4018,1238
0,1,1,1,2,0
285,334,369,521,632,185
1,2,3,2,2,0
34,39,43,46,61,24
0,1,0,0,2,0
6,8,7,5,7,2
11,13,10,14,30,4
121,130,147,30,45,8
41,44,53,51,58,13
534,595,661,463,666,244
27,38,41,56,80,31
23,20,30,6,7,5
308,353,356,380,411,156
1,5,1,5,5,1
128,116,141,88,110,57
1475,1435,1701,1312,1543,586
200,202,256,187,270,93
12060,10825,13526,9908,12354,4272
3621,3817,4324,2864,3733,1161
11,17,12,10,12,1
980,953,1070,835,1012,414
61,57,35,79,108,37
38,58,61,55,73,30
20,23,32,19,70,17
1102,1073,1385,983,1289,458
243,282,365,284,370,83
66,66,68,57,69,14
6,8,8,10,30,0
46,87,79,79,114,24
156,94,94,118,100,64
1,2,3,6,4,1
0,0,0,0,0,0
34,25,51,9,12,0
20,21,21,32,37,8
1,0,1,1,1,0
416,419,466,344,476,117
100,135,168,121,156,41
8,13,13,14,33,6
66,72,33,47,49,12
53,55,54,64,71,18
158,230,198,150,191,40
367,393,514,417,492,168
40,55,53,26,48,3
1325,1623,1656,1265,1748,521
31,40,35,43,48,18
65,75,82,69,110,37
175,304,283,238,335,99
185,177,179,108,123,58
10,16,21,31,36,14
74,62,74,39,53,24
8,2,7,8,8,0
51,54,57,88,117,28
1,4,2,0,6,0
175,200,160,614,651,218
28,28,38,28,53,12
8,6,9,21,16,5
68,56,86,12,43,9
4,5,10,7,9,2
5,14,12,14,19,6
155,94,62,89,73,45
36,34,42,7,13,3
28,67,95,47,66,14
1,2,1,0,0,0
26,23,48,32,70,2
5,0,10,5,3,0
0,2,3,1,6,2
1233,1198,1303,1079,1191,466
402,422,416,328,439,156
25,31,32,23,40,15
3,2,4,0,0,0
10,7,4,11,8,5
4,4,1,3,5,1
55,50,63,55,63,41
3,6,5,8,10,0
41,43,42,52,67,38
8589,11255,9805,7495,9701,2751
5,7,12,6,11,2
13,17,16,18,22,8
0,4,2,0,1,0
476,487,580,511,785,215
10,7,10,17,28,5
12494,12224,14254,10935,13114,4218
4,6,8,11,9,3
6,8,21,51,63,29
14,15,17,17,15,1
0,0,1,0,5,0
90191,87235,86746,75470,86011,33227
2,5,4,1,4,0
0,0,0,0,0,0
116,153,258,29,36,9
74,64,89,78,95,39
123,151,149,164,229,63
746,680,806,708,809,252
958,939,1088,813,1061,312
2,8,9,0,3,0
145,174,206,441,498,159
599,718,720,489,771,191
110,113,136,164,192,36
68,78,101,125,178,69
84,95,101,96,96,29
445,644,700,647,1008,302
802,897,978,838,1120,367
61,78,84,83,80,29
16,19,23,8,11,6
19,22,35,33,28,6
927,1050,1360,1299,1690,496
208,231,258,161,215,77
0,0,0,0,2,0
434,392,473,399,475,156
14,11,15,20,26,3
0,0,0,0,0,0
221,253,283,302,378,124
27,25,16,28,33,14
725,815,896,826,1000,279
7,19,11,11,4,1
28,25,25,4,2,0
206,199,234,215,315,96
9,6,14,9,16,8
19,16,18,20,25,13
87,95,166,32,51,10
24,13,16,31,45,12
6,6,4,3,5,3
27,23,20,39,36,11
141,163,153,305,423,126
2,4,4,5,9,2
894,1044,1186,773,809,313
1,3,3,3,8,2
460,556,600,448,672,188
167,180,248,142,224,54
484,563,597,453,594,172
319,322,421,367,410,132
9,8,5,6,6,4
0,0,0,0,0,0
440,455,510,426,564,165
6239,6887,7392,7009,8227,2950
18,19,22,31,22,5
49,77,65,63,88,15
15,13,18,22,30,11
209,383,341,412,685,203
19,22,21,22,44,6
60,68,61,109,147,43
234,224,915,179,327,83
542,567,744,435,643,212
12,8,12,10,19,3
158,275,240,152,178,65
2111,2621,1973,1837,2098,739
495,486,454,408,447,182
3973,4383,4659,4305,5437,1636
368,376,561,342,540,170
25,29,28,39,63,23
0,0,0,0,0,0
68,70,60,91,119,42
2287,2668,2586,2191,2477,912
2352,2063,1640,1801,1629,677
7,8,9,8,7,4
30,69,127,89,319,24
1,1,0,0,1,0
2,2,1,1,1,1
168,181,236,207,286,113
44,43,41,25,53,15
0,0,0,0,3,0
503,446,322,411,304,153
0,0,0,0,0,0
14,23,29,33,28,10
24,29,33,28,35,10
14,25,16,10,22,1
1474,1609,1639,1994,2457,813
14,3,10,5,14,6
486,555,603,532,752,235
5,3,3,2,2,5
8,4,8,5,4,3
265,252,225,191,200,92
3,5,7,2,1,2
88,100,138,87,149,35
36,50,52,44,74,31
11,10,13,14,49,6
1090,1147,1086,1094,1239,448
355,419,360,459,558,168
10,26,8,12,27,11
48,50,60,115,95,35
24,21,30,28,49,14
5,2,10,5,6,2
7,14,9,8,27,5
23,30,36,28,44,12
0,0,1,0,3,0
6,7,5,6,19,3
1017,1056,1183,697,980,263
124,181,186,172,202,64
404,529,697,10,26,6
0,0,0,0,0,0
41,55,59,42,63,16
88,81,131,77,111,28
34,63,69,46,103,21
1387,1421,1641,1369,1769,563
250,295,340,1707,2143,770
104,153,179,170,219,61
80,105,114,158,184,57
11,19,18,15,18,2
71,77,84,94,116,49
52,60,55,65,74,16
3,1,9,4,7,0
972,1237,1223,981,1189,405
55,68,46,62,87,27
2,3,0,6,6,0
1,0,2,3,4,0
191,155,127,113,109,40
0,0,0,1,0,0
7,12,5,5,9,2
11,13,21,8,19,4
4,4,4,3,3,2
68,64,76,57,101,23
20,17,26,16,17,2
535,541,650,566,705,225
3,2,5,4,3,4
1126,976,1332,1244,1918,385
0,0,0,0,1,0
47,77,72,71,131,36
39,25,37,38,30,15
3,4,4,3,2,0
66,85,111,127,145,43
497,499,628,649,913,314
30,37,42,37,46,15
21,18,24,23,43,7
59,56,83,50,94,28
0,0,0,0,1,0
219,292,284,234,363,123
38,22,33,37,39,6
63,62,84,105,136,41
500,526,660,525,655,164
34,41,52,28,49,13
1055,1129,1029,934,1059,318
637,592,649,531,722,229
184,221,251,168,254,89
38,34,39,32,26,11
112,125,141,111,121,56
176,218,294,206,329,83
139,162,162,140,205,68
4,8,14,15,12,2
6,7,4,10,10,6
2907,3285,3350,3148,3541,1253
11,14,12,12,11,1
17052,20379,27852,29090,27294,5198
30,37,42,35,54,16
20,50,38,30,38,19
1217,1094,1324,1088,1340,476
68,71,76,69,92,24
22,44,56,43,40,6
3854,3955,4561,3317,4447,1611
61,74,67,714,902,313
132,190,192,144,197,62
1113,1237,1444,1319,1744,499
0,0,0,0,1,0
18,30,31,43,69,12
11,21,18,12,26,11
107,113,123,102,114,39
1,0,1,0,0,0
74,114,98,112,128,40
12,9,20,9,14,7
119,138,149,126,179,46
11,15,18,13,9,2
2,0,3,3,11,5
141,200,235,91,195,34
165,187,220,186,211,66
6697,6548,7605,6045,7251,2042
2,7,2,1,5,0
168,190,201,151,206,51
14,26,21,16,29,8
18,22,27,14,26,4
3,3,4,1,2,0
298,413,485,213,354,99
39,28,34,102,122,43
2,7,4,35,45,12
505,512,591,460,564,223
21,22,37,23,34,8
588,645,709,515,769,220
48,33,38,50,51,22
52,67,65,70,90,38
78,74,72,153,167,51
37,29,27,26,21,14
26,23,27,28,46,7
